ВыгрузкаНаСклад,Наим. ЕТСНГ,Штабель,ПогрузкаНаСудно,"На склад, тн","На судно, тн",Склад
2020-01-01,C3,22,2020-01-13,25834.1095,25834.1095,3
2020-01-01,B2,6,2020-02-04,3144.5155,3144.5155,4
2020-01-01,B2,24,2020-02-11,11746.541,11746.541,4
2020-01-02,E5,6,2020-02-04,25350.790999999997,25350.790999999997,4
2020-01-02,A1,10,2020-01-11,5438.282999999999,5438.282999999999,3
2020-01-02,A1,10,2020-01-20,19629.458,19629.458,3
2020-01-02,A1,32,2020-02-16,13818.671,13818.671,3
2020-01-02,A1,6,2020-02-04,10363.336,10363.336,4
2020-01-02,A1,19,2020-01-26,22440.459,22440.459,4
2020-01-02,A1,47,2020-01-15,11197.661999999998,11197.661999999998,4
2020-01-02,A1,47,2020-01-09,18886.32,18886.32,4
2020-01-02,C3,22,2020-01-13,11619.1685,11619.1685,3
2020-01-02,B2,6,2020-02-04,10681.899,10286.1645,4
2020-01-03,E5,6,2020-02-04,919.3769999999998,919.3769999999998,4
2020-01-03,A1,32,2020-02-16,31690.822,31690.822,3
2020-01-03,A1,36,2020-01-11,2797.384,2797.384,3
2020-01-03,A1,6,2020-02-04,12257.0935,12257.0935,4
2020-01-03,A1,47,2020-01-09,410.5585,251.9145,4
2020-01-03,A1,47,2020-01-15,41468.8395,41422.268,4
2020-01-03,C3,10,2020-01-11,12579.133,12579.133,3
2020-01-03,C3,22,2020-01-13,17396.8395,17396.8395,3
2020-01-03,B2,24,2020-02-11,24583.887,24583.887,4
2020-01-04,E5,6,2020-02-04,12565.516,12565.516,4
2020-01-04,A1,10,2020-01-20,39139.559,39139.559,3
2020-01-04,A1,32,2020-02-16,24505.1175,24505.1175,3
2020-01-04,A1,47,2020-01-15,54990.979499999994,54990.979499999994,4
2020-01-04,C3,22,2020-01-13,1339.413,1339.413,3
2020-01-05,A1,10,2020-01-26,29346.9895,29310.141999999996,3
2020-01-05,A1,10,2020-01-20,13448.836,13280.077,3
2020-01-05,A1,32,2020-02-16,15108.4185,15108.4185,3
2020-01-05,A1,19,2020-01-26,184.7815,184.7815,4
2020-01-05,A1,27,2020-01-15,12668.8505,12668.8505,4
2020-01-05,A1,47,2020-01-15,10045.572,9923.4695,4
2020-01-05,A1,47,2020-01-24,5886.0885,5809.393,4
2020-01-05,C3,22,2020-01-13,26558.8195,26558.8195,3
2020-01-05,B2,24,2020-02-11,388.79,388.79,4
2020-01-06,E5,47,2020-01-15,205.343,205.343,4
2020-01-06,A1,10,2020-01-26,27870.9985,27870.9985,3
2020-01-06,A1,32,2020-02-16,10133.6915,10133.6915,3
2020-01-06,A1,6,2020-02-22,183.1835,183.1835,4
2020-01-06,A1,19,2020-01-26,1294.8135,1294.8135,4
2020-01-06,A1,27,2020-01-15,189.5925,189.5925,4
2020-01-06,A1,47,2020-01-15,1966.526,1966.526,4
2020-01-06,A1,47,2020-01-24,28110.384,28110.384,4
2020-01-06,K10,22,2020-01-13,183.1835,183.1835,3
2020-01-06,C3,10,2020-01-11,782.1274999999999,782.1274999999999,3
2020-01-06,C3,22,2020-01-13,596.0029999999999,596.0029999999999,3
2020-01-06,B2,24,2020-02-11,2777.6214999999997,2777.6214999999997,4
2020-01-07,E5,6,2020-02-04,757.0269999999999,757.0269999999999,4
2020-01-07,E5,19,2020-01-26,397.868,397.868,4
2020-01-07,A1,10,2020-01-26,5973.936,5973.936,3
2020-01-07,A1,32,2020-02-16,368.5005,368.5005,3
2020-01-07,A1,36,2020-01-20,186.116,186.116,3
2020-01-07,A1,6,2020-02-26,25993.254999999997,25819.26,4
2020-01-07,A1,6,2020-02-04,13402.1115,13356.0755,4
2020-01-07,A1,6,2020-02-22,26682.724,26519.5665,4
2020-01-07,A1,19,2020-01-26,2853.1865,2853.1865,4
2020-01-07,A1,27,2020-01-15,11876.5825,11876.5825,4
2020-01-07,A1,47,2020-01-24,37825.918,37825.918,4
2020-01-07,C3,10,2020-01-11,13465.9295,13465.9295,3
2020-01-07,C3,22,2020-01-13,37615.9,37615.9,3
2020-01-07,B2,6,2020-02-04,2354.381,2354.381,4
2020-01-07,B2,24,2020-02-11,2986.7045,2986.7045,4
2020-01-08,E5,19,2020-01-26,782.391,782.391,4
2020-01-08,A1,12,2020-02-16,368.5005,368.5005,3
2020-01-08,A1,36,2020-01-20,4547.4745,4547.4745,3
2020-01-08,A1,6,2020-02-26,951.6855,951.6855,4
2020-01-08,A1,19,2020-01-26,570.367,570.367,4
2020-01-08,A1,47,2020-01-24,13577.951,13577.951,4
2020-01-08,C3,10,2020-01-11,13599.847,13416.264,3
2020-01-08,C3,10,2020-01-20,9795.638,9792.5695,3
2020-01-08,C3,22,2020-01-13,737.8,737.8,3
2020-01-08,B2,6,2020-02-26,5538.1495,5538.1495,4
2020-01-08,B2,24,2020-02-11,12047.747,12047.747,4
2020-01-09,E5,19,2020-01-26,596.8104999999999,412.556,4
2020-01-09,E5,19,2020-02-11,596.8104999999999,582.1225000000001,4
2020-01-09,A1,10,2020-01-26,27776.7335,27776.7335,3
2020-01-09,A1,36,2020-01-20,12074.981,12074.981,3
2020-01-09,A1,6,2020-02-26,12689.411999999998,12689.411999999998,4
2020-01-09,A1,19,2020-01-26,603.7465,603.7465,4
2020-01-09,A1,27,2020-01-15,778.3874999999999,778.3874999999999,4
2020-01-09,A1,47,2020-01-24,25068.812,25068.812,4
2020-01-09,C3,10,2020-01-20,30438.066499999997,30261.5555,3
2020-01-09,C3,10,2020-01-26,7167.956499999999,7158.606499999999,3
2020-01-09,C3,22,2020-01-13,199.4695,199.4695,3
2020-01-09,B2,6,2020-02-26,4134.655,4134.655,4
2020-01-09,B2,24,2020-02-11,5765.923999999999,5765.923999999999,4
2020-01-10,E5,36,2020-01-20,5827.344999999999,5827.344999999999,3
2020-01-10,E5,36,2020-01-11,28252.045,28252.045,3
2020-01-10,A1,36,2020-01-20,18288.1835,18104.694,3
2020-01-10,A1,36,2020-01-11,2538.899,2538.899,3
2020-01-10,A1,36,2020-01-26,20859.391,20843.1305,3
2020-01-10,A1,6,2020-02-26,738.327,738.327,4
2020-01-10,A1,19,2020-01-26,9356.9105,9355.490999999998,4
2020-01-10,A1,19,2020-02-11,2819.28,2615.892,4
2020-01-10,A1,47,2020-01-24,25611.1375,25611.1375,4
2020-01-10,C3,22,2020-01-13,24646.6425,24646.6425,3
2020-01-10,B2,24,2020-02-11,4632.925,4632.925,4
2020-01-11,E5,36,2020-01-20,1710.3105,1710.3105,3
2020-01-11,A1,10,2020-01-26,199.4695,199.4695,3
2020-01-11,A1,12,2020-02-16,34823.055,34823.055,3
2020-01-11,A1,36,2020-01-20,798.4134999999999,798.4134999999999,3
2020-01-11,A1,19,2020-02-11,40781.504,40781.504,4
2020-01-11,A1,47,2020-01-24,13656.984,13656.984,4
2020-01-11,K10,22,2020-01-13,7248.196500000001,7248.196500000001,3
2020-01-11,C3,10,2020-01-26,740.7325000000001,740.7325000000001,3
2020-01-11,C3,22,2020-01-13,383.1885,383.1885,3
2020-01-11,B2,24,2020-02-11,760.2315,760.2315,4
2020-01-12,A1,12,2020-02-16,36849.795,36849.795,3
2020-01-12,A1,27,2020-01-15,12756.706499999998,12756.706499999998,4
2020-01-12,A1,47,2020-01-24,16485.0785,16485.0785,4
2020-01-12,K10,22,2020-02-17,1301.2225,1245.1139999999998,3
2020-01-12,K10,22,2020-01-13,371.705,241.42549999999997,3
2020-01-12,C3,22,2020-01-13,198.934,198.934,3
2020-01-13,A1,4,2020-02-26,50907.460499999994,50907.460499999994,3
2020-01-13,A1,10,2020-01-26,14355.1315,14328.6965,3
2020-01-13,A1,10,2020-01-29,4055.6135,3882.851,3
2020-01-13,A1,12,2020-02-16,17687.905,17687.905,3
2020-01-13,A1,36,2020-01-20,15863.567,15863.567,3
2020-01-13,A1,36,2020-02-21,14259.804,14259.804,3
2020-01-13,A1,27,2020-01-15,12578.062,12578.062,4
2020-01-13,A1,39,2020-02-18,10047.442,10047.442,4
2020-01-13,A1,47,2020-01-24,2223.8039999999996,2223.8039999999996,4
2020-01-13,C3,14,2020-02-17,12026.65,12026.65,3
2020-01-13,B2,2,2020-02-11,37100.264500000005,37100.264500000005,3
2020-01-13,B2,24,2020-02-11,186.388,186.388,4
2020-01-14,A1,10,2020-01-29,199.206,199.206,3
2020-01-14,A1,12,2020-02-16,22109.876999999997,22109.876999999997,3
2020-01-14,A1,19,2020-02-11,17601.12,17601.12,4
2020-01-14,A1,39,2020-02-18,12266.5795,12266.5795,4
2020-01-14,A1,47,2020-01-29,51619.4885,51413.168,4
2020-01-14,A1,47,2020-01-24,11272.4365,11073.5365,4
2020-01-14,C3,10,2020-01-26,203.8725,203.8725,3
2020-01-14,C3,14,2020-02-17,11767.365999999998,11767.365999999998,3
2020-01-14,B2,2,2020-02-11,5383.543,5383.543,3
2020-01-15,A1,10,2020-01-26,4293.0015,4144.1325,3
2020-01-15,A1,10,2020-01-29,9964.397,9927.15,3
2020-01-15,A1,12,2020-02-16,24320.863,24320.863,3
2020-01-15,A1,19,2020-02-11,6013.460999999999,6013.460999999999,4
2020-01-15,A1,39,2020-02-18,9467.5975,9467.5975,4
2020-01-15,A1,47,2020-01-29,30612.699,30612.699,4
2020-01-15,K10,14,2020-02-17,16321.5215,16321.5215,3
2020-01-16,A1,4,2020-02-26,14825.631999999998,14825.631999999998,3
2020-01-16,A1,10,2020-02-21,3020.084,2863.2164999999995,3
2020-01-16,A1,10,2020-01-29,10093.6395,10045.963,3
2020-01-16,A1,10,2020-01-20,13451.5135,13451.5135,3
2020-01-16,A1,12,2020-02-16,4606.2265,4533.806500000001,3
2020-01-16,A1,12,2020-02-25,18793.398,18681.5635,3
2020-01-16,A1,19,2020-02-11,14117.7435,14117.7435,4
2020-01-16,A1,39,2020-02-18,3718.087,3718.087,4
2020-01-16,A1,47,2020-01-29,21305.454,21305.454,4
2020-01-16,K10,14,2020-02-17,8556.0915,8556.0915,3
2020-01-16,C3,14,2020-02-17,25574.562,25574.562,3
2020-01-17,E5,2,2020-02-11,16958.384000000002,16958.384000000002,3
2020-01-17,A1,4,2020-02-26,608.821,608.821,3
2020-01-17,A1,10,2020-02-21,5766.723,5766.723,3
2020-01-17,A1,10,2020-01-29,24931.9535,24931.9535,3
2020-01-17,A1,12,2020-02-25,16766.658,16766.658,3
2020-01-17,A1,32,2020-02-25,184.246,184.246,3
2020-01-17,A1,36,2020-01-26,184.246,184.246,3
2020-01-17,A1,19,2020-02-11,26819.9735,26819.9735,4
2020-01-17,A1,21,2020-02-24,11335.855,11335.855,4
2020-01-17,A1,47,2020-01-29,604.0185,604.0185,4
2020-01-17,C3,10,2020-01-26,25181.097,25181.097,3
2020-01-17,C3,14,2020-02-17,184.246,184.246,3
2020-01-17,B2,2,2020-02-11,4235.3205,4235.3205,3
2020-01-18,E5,2,2020-02-11,1398.1565,1398.1565,3
2020-01-18,E5,36,2020-01-26,186.388,186.388,3
2020-01-18,A1,4,2020-02-26,12714.7845,12714.7845,3
2020-01-18,A1,10,2020-02-21,984.5295,984.5295,3
2020-01-18,A1,10,2020-01-29,27307.304,27307.304,3
2020-01-18,A1,10,2020-01-26,1170.382,1170.382,3
2020-01-18,A1,12,2020-02-25,41640.2675,41640.2675,3
2020-01-18,A1,19,2020-02-11,603.7465,603.7465,4
2020-01-18,A1,21,2020-02-24,385.8575,385.8575,4
2020-01-18,A1,39,2020-02-18,18817.963,18817.963,4
2020-01-18,A1,47,2020-01-29,1186.4045,1186.4045,4
2020-01-18,K10,14,2020-02-17,399.73799999999994,399.73799999999994,3
2020-01-18,C3,10,2020-01-26,11077.37,11077.37,3
2020-01-18,B2,2,2020-02-11,388.79,388.79,3
2020-01-19,E5,2,2020-02-11,15503.3455,15503.3455,3
2020-01-19,E5,24,2020-02-11,798.9490000000001,798.9490000000001,4
2020-01-19,A1,4,2020-02-26,12039.2045,12039.2045,3
2020-01-19,A1,10,2020-02-21,11941.072,11941.072,3
2020-01-19,A1,10,2020-01-26,185.0535,185.0535,3
2020-01-19,A1,10,2020-01-29,199.206,199.206,3
2020-01-19,A1,12,2020-02-25,11607.685,11607.685,3
2020-01-19,A1,19,2020-02-11,186.116,186.116,4
2020-01-19,A1,21,2020-02-24,11920.111,11920.111,4
2020-01-19,A1,39,2020-02-18,8170.106499999999,8170.106499999999,4
2020-01-19,A1,47,2020-01-29,13290.7615,13290.7615,4
2020-01-19,K10,14,2020-02-17,2825.1535,2825.1535,3
2020-01-19,C3,10,2020-01-26,1765.722,1765.722,3
2020-01-19,C3,14,2020-02-17,582.1225000000001,582.1225000000001,3
2020-01-19,B2,2,2020-02-11,599.2075,599.2075,3
2020-01-20,E5,2,2020-02-11,11909.4265,11909.4265,3
2020-01-20,A1,12,2020-02-25,10502.192,10502.192,3
2020-01-20,A1,36,2020-01-26,2276.674,2276.674,3
2020-01-20,A1,39,2020-02-18,17732.8955,17732.8955,4
2020-01-20,K10,14,2020-02-17,969.8415,969.8415,3
2020-01-20,C3,10,2020-02-06,4036.6585,3923.566,3
2020-01-20,C3,10,2020-01-29,398.67549999999994,262.6245,3
2020-01-20,C3,10,2020-01-26,19425.5855,19276.045,3
2020-01-21,E5,24,2020-02-11,599.2075,599.2075,4
2020-01-21,A1,10,2020-01-29,6893.8485,6893.8485,3
2020-01-21,A1,10,2020-02-21,48842.937999999995,48842.937999999995,3
2020-01-21,A1,12,2020-02-25,31506.575999999997,31506.575999999997,3
2020-01-21,A1,36,2020-01-29,399.4745,399.4745,3
2020-01-21,A1,6,2020-02-26,23546.4875,23546.4875,4
2020-01-21,A1,19,2020-02-11,11935.326,11935.326,4
2020-01-21,A1,21,2020-02-24,771.443,771.443,4
2020-01-21,A1,39,2020-02-18,15439.5275,15439.5275,4
2020-01-21,A1,47,2020-01-29,14045.5105,14045.5105,4
2020-01-22,E5,24,2020-02-11,199.733,199.733,4
2020-01-22,A1,10,2020-02-21,796.4075,796.4075,3
2020-01-22,A1,12,2020-02-25,20820.138,20635.8835,3
2020-01-22,A1,12,2020-02-16,184.246,184.246,3
2020-01-22,A1,36,2020-01-29,5711.7195,5711.7195,3
2020-01-22,A1,6,2020-02-26,183.719,183.719,4
2020-01-22,A1,19,2020-02-11,22747.802,22747.802,4
2020-01-22,A1,47,2020-01-29,12936.5495,12936.5495,4
2020-01-22,C3,10,2020-01-29,371.0335,371.0335,3
2020-01-23,A1,10,2020-02-21,55415.4185,55415.4185,3
2020-01-23,A1,10,2020-01-29,1006.6975,1006.6975,3
2020-01-23,A1,36,2020-01-29,11342.264,11342.264,3
2020-01-23,A1,19,2020-02-11,35422.5345,35422.5345,4
2020-01-23,A1,39,2020-02-18,8000.2765,8000.2765,4
2020-01-23,A1,47,2020-01-29,28034.547,28034.547,4
2020-01-23,C3,10,2020-01-29,36797.588,36797.588,3
2020-01-24,E5,36,2020-01-29,12229.0605,12229.0605,3
2020-01-24,A1,10,2020-01-29,1775.8625,1775.8625,3
2020-01-24,A1,10,2020-02-21,38579.596,38579.596,3
2020-01-24,A1,12,2020-02-25,6632.9664999999995,6632.9664999999995,3
2020-01-24,A1,36,2020-01-29,16590.555,16590.555,3
2020-01-24,A1,21,2020-02-24,811.495,811.495,4
2020-01-24,A1,39,2020-02-18,24730.350499999997,24730.350499999997,4
2020-01-24,C3,10,2020-02-06,1975.332,1975.332,3
2020-01-24,C3,10,2020-01-29,2622.879,2622.879,3
2020-01-25,E5,36,2020-01-29,14078.89,14078.89,3
2020-01-25,A1,4,2020-02-26,19547.484,19547.484,3
2020-01-25,A1,19,2020-02-11,577.048,577.048,4
2020-01-25,A1,39,2020-02-18,6176.2105,6176.2105,4
2020-01-26,A1,4,2020-03-04,1597.626,1563.303,3
2020-01-26,A1,4,2020-02-26,23218.311,23055.026,3
2020-01-26,A1,10,2020-02-21,15726.1815,15726.1815,3
2020-01-26,A1,12,2020-03-07,17687.905,17570.732500000002,3
2020-01-26,A1,12,2020-02-25,24689.3635,24622.281499999997,3
2020-01-26,A1,39,2020-02-18,25022.215,25022.215,4
2020-01-26,A1,47,2020-01-29,11367.3645,11367.3645,4
2020-01-26,A1,47,2020-02-12,186.7875,186.7875,4
2020-01-26,C3,10,2020-02-06,35985.956999999995,35786.087999999996,3
2020-01-27,E5,36,2020-01-29,6864.8805,6864.8805,3
2020-01-27,E5,24,2020-02-11,1797.631,1797.631,4
2020-01-27,A1,10,2020-02-21,1794.2904999999998,1794.2904999999998,3
2020-01-27,A1,36,2020-01-29,552.7465,552.7465,3
2020-01-27,A1,16,2020-02-11,771.1795,771.1795,4
2020-01-27,A1,21,2020-02-24,24756.1225,24756.1225,4
2020-01-27,A1,39,2020-02-18,942.7435,942.7435,4
2020-01-27,A1,46,2020-03-04,550.6129999999999,550.6129999999999,4
2020-01-27,A1,47,2020-01-29,10174.9505,10144.9625,4
2020-01-27,A1,47,2020-02-12,4339.063,4169.046,4
2020-01-27,C3,10,2020-02-06,5163.7755,5163.7755,3
2020-01-28,E5,36,2020-01-29,1982.149,1906.5415,3
2020-01-28,E5,36,2020-02-06,17119.799,16995.665,3
2020-01-28,E5,24,2020-04-12,399.4745,284.82649999999995,4
2020-01-28,E5,24,2020-02-11,798.9490000000001,713.8555,4
2020-01-28,A1,4,2020-03-04,598.944,598.944,3
2020-01-28,A1,10,2020-02-21,2277.4815,2277.4815,3
2020-01-28,A1,32,2020-03-07,31875.076499999996,31875.076499999996,3
2020-01-28,A1,36,2020-02-06,35138.6855,35138.6855,3
2020-01-28,A1,16,2020-02-23,384.251,384.251,4
2020-01-28,A1,39,2020-02-18,23092.5365,23092.5365,4
2020-01-28,A1,47,2020-02-12,18664.1555,18664.1555,4
2020-01-28,C3,10,2020-02-21,13251.772,13125.4705,3
2020-01-28,C3,10,2020-02-06,6427.887,6370.0785,3
2020-01-29,E5,36,2020-02-06,14376.0925,14376.0925,3
2020-01-29,A1,12,2020-03-07,14555.672,14555.672,3
2020-01-29,A1,36,2020-02-06,20844.703,20844.703,3
2020-01-29,A1,50,2020-02-21,46069.184,46069.184,3
2020-01-29,A1,39,2020-02-18,1156.765,1156.765,4
2020-01-29,A1,47,2020-02-12,21063.527,21063.527,4
2020-01-29,C3,36,2020-02-21,184.518,184.518,3
2020-01-29,B2,4,2020-02-26,579.1815,579.1815,3
2020-01-30,A1,4,2020-03-04,14226.161,14226.161,3
2020-01-30,A1,36,2020-02-06,16096.1525,16096.1525,3
2020-01-30,A1,50,2020-02-21,12469.653,12469.653,3
2020-01-30,A1,16,2020-02-23,8457.831499999998,8457.831499999998,4
2020-01-30,A1,21,2020-02-24,12596.49,12596.49,4
2020-01-30,A1,39,2020-02-18,17439.297,17439.297,4
2020-01-30,A1,41,2020-03-07,11054.938499999998,11054.938499999998,4
2020-01-30,A1,47,2020-02-12,13327.472999999998,13327.472999999998,4
2020-01-30,K10,14,2020-02-17,3528.503,3528.503,3
2020-01-30,C3,14,2020-02-17,4616.639,4616.639,3
2020-01-30,C3,36,2020-02-21,12502.7605,12502.7605,3
2020-01-31,E5,4,2020-03-04,12042.9445,12042.9445,3
2020-01-31,A1,4,2020-03-04,1587.477,1587.477,3
2020-01-31,A1,16,2020-02-23,49597.959,49597.959,4
2020-01-31,A1,39,2020-02-18,8014.9645,8014.9645,4
2020-01-31,A1,41,2020-03-07,28742.8435,28742.8435,4
2020-01-31,A1,47,2020-02-12,10198.5805,10198.5805,4
2020-02-01,A1,4,2020-03-04,202.9375,202.9375,3
2020-02-01,A1,16,2020-02-23,21199.0425,21199.0425,4
2020-02-01,A1,41,2020-03-07,26716.103499999997,26716.103499999997,4
2020-02-01,A1,47,2020-02-12,13578.2145,13578.2145,4
2020-02-01,K10,14,2020-02-17,3337.3125,3337.3125,3
2020-02-01,C3,14,2020-02-17,3959.7505,3959.7505,3
2020-02-02,E5,36,2020-02-06,14242.7105,14242.7105,3
2020-02-02,A1,36,2020-02-06,22630.451,22630.451,3
2020-02-02,A1,50,2020-02-21,186.9235,186.9235,3
2020-02-02,A1,21,2020-02-24,24547.0395,24547.0395,4
2020-02-02,A1,41,2020-03-07,20809.4535,20809.4535,4
2020-02-02,A1,47,2020-02-12,4038.519999999999,4038.519999999999,4
2020-02-02,C3,36,2020-02-21,14061.397,14061.397,3
2020-02-02,B2,24,2020-02-11,185.0535,185.0535,4
2020-02-03,E5,4,2020-03-04,599.4794999999999,599.4794999999999,3
2020-02-03,E5,36,2020-02-06,5868.595499999999,5868.595499999999,3
2020-02-03,E5,6,2020-03-04,12055.227,12055.227,4
2020-02-03,A1,12,2020-03-07,736.9925,736.9925,3
2020-02-03,A1,20,2020-02-23,78519.70199999999,78519.70199999999,3
2020-02-03,A1,36,2020-02-06,11239.1845,11239.1845,3
2020-02-03,A1,50,2020-02-21,1002.6855,1002.6855,3
2020-02-03,A1,6,2020-03-04,2190.1609999999996,2190.1609999999996,4
2020-02-03,A1,16,2020-02-23,549.8055,549.8055,4
2020-02-03,A1,39,2020-02-18,371.9685,371.9685,4
2020-02-03,A1,47,2020-02-12,12424.654,12424.654,4
2020-02-03,K10,14,2020-02-17,598.672,598.672,3
2020-02-03,C3,14,2020-02-17,186.388,186.388,3
2020-02-03,C3,36,2020-02-21,31193.7505,31193.7505,3
2020-02-04,E5,36,2020-02-06,2065.4575,1849.3279999999995,3
2020-02-04,E5,36,2020-02-13,8179.584000000001,8011.063,3
2020-02-04,A1,12,2020-03-07,3316.479,3316.479,3
2020-02-04,A1,20,2020-02-23,41074.4395,41074.4395,3
2020-02-04,A1,36,2020-02-13,9580.945,9580.945,3
2020-02-04,A1,50,2020-02-21,4619.8435,4619.8435,3
2020-02-04,A1,6,2020-03-04,15239.259,15239.259,4
2020-02-04,A1,16,2020-02-23,7054.065,7054.065,4
2020-02-04,A1,21,2020-02-24,801.0825,801.0825,4
2020-02-04,A1,39,2020-02-18,2294.966,2294.966,4
2020-02-04,A1,47,2020-02-12,10539.1755,10539.1755,4
2020-02-05,E5,6,2020-03-04,3569.626,3569.626,4
2020-02-05,A1,16,2020-02-23,111001.194,111001.194,4
2020-02-05,A1,21,2020-02-24,3074.824,3074.824,4
2020-02-05,A1,41,2020-03-07,16029.656999999996,16029.656999999996,4
2020-02-05,A1,47,2020-02-12,5702.5055,5702.5055,4
2020-02-05,K10,14,2020-02-17,386.92,386.92,3
2020-02-06,A1,50,2020-02-21,21190.2365,21190.2365,3
2020-02-07,A1,50,2020-02-21,20531.342,20531.342,3
2020-02-07,A1,50,2020-02-13,32650.522999999997,32650.522999999997,3
2020-02-07,A1,16,2020-02-23,41698.212,41698.212,4
2020-02-08,E5,6,2020-03-04,12325.459,12325.459,4
2020-02-08,A1,6,2020-03-04,18653.743,18653.743,4
2020-02-08,A1,16,2020-02-23,26314.759,26263.062,4
2020-02-08,A1,16,2020-02-29,18522.3585,18389.2825,4
2020-02-08,A1,21,2020-02-24,44958.6165,44958.6165,4
2020-02-08,A1,23,2020-02-13,7485.049,7403.602000000001,4
2020-02-08,A1,23,2020-02-26,9466.926,9349.167,4
2020-02-08,A1,23,2020-02-21,12144.409,12144.409,4
2020-02-08,A1,30,2020-02-29,1879.3415,1879.3415,4
2020-02-08,A1,30,2020-02-23,20703.7135,20504.244,4
2020-02-08,C3,36,2020-02-13,13099.435,13099.435,3
2020-02-09,E5,36,2020-02-13,3974.5745,3974.5745,3
2020-02-09,A1,25,2020-03-03,20905.4525,20905.4525,3
2020-02-09,A1,36,2020-02-13,2220.5995,2220.5995,3
2020-02-09,A1,36,2020-02-26,185.317,185.317,3
2020-02-09,A1,21,2020-02-24,2146.3689999999997,2146.3689999999997,4
2020-02-09,A1,23,2020-02-26,5943.7609999999995,5943.7609999999995,4
2020-02-09,A1,23,2020-02-21,205.615,205.615,4
2020-02-09,A1,30,2020-02-29,41828.653,41828.653,4
2020-02-09,A1,47,2020-02-12,21632.1685,21632.1685,4
2020-02-09,C3,36,2020-02-13,6820.281,6820.281,3
2020-02-10,E5,6,2020-03-04,2163.9894999999997,2163.9894999999997,4
2020-02-10,A1,12,2020-03-07,5527.4735,5527.4735,3
2020-02-10,A1,36,2020-02-13,24403.908,24403.908,3
2020-02-10,A1,50,2020-02-26,5890.3555,5890.3555,3
2020-02-10,A1,23,2020-02-21,15426.445999999998,15426.445999999998,4
2020-02-10,A1,23,2020-02-26,5810.514999999999,5810.514999999999,4
2020-02-10,A1,30,2020-02-29,40331.565,40331.565,4
2020-02-10,A1,41,2020-03-07,184.246,184.246,4
2020-02-10,A1,47,2020-02-24,1710.574,1569.287,4
2020-02-10,A1,47,2020-02-12,43603.8525,43555.5555,4
2020-02-10,C3,36,2020-02-13,6115.8605,6115.8605,3
2020-02-11,E5,36,2020-02-13,6117.603,6117.603,3
2020-02-11,A1,12,2020-03-07,23768.1165,23768.1165,3
2020-02-11,A1,25,2020-03-03,22682.114,22682.114,3
2020-02-11,A1,36,2020-02-13,67066.496,67066.496,3
2020-02-11,A1,36,2020-02-26,575.841,575.841,3
2020-02-11,A1,30,2020-02-29,1487.6105,1487.6105,4
2020-02-11,A1,39,2020-03-14,2605.386,2582.7164999999995,4
2020-02-11,A1,39,2020-02-18,7601.736999999999,7437.763499999999,4
2020-02-11,A1,47,2020-03-01,23862.245499999997,23839.5165,4
2020-02-11,A1,47,2020-02-24,2698.9795,2536.5275,4
2020-02-11,C3,36,2020-02-13,14121.211499999998,14018.54,3
2020-02-11,C3,36,2020-02-26,16582.14,16498.8315,3
2020-02-12,E5,36,2020-03-12,3892.3285,3804.5745,3
2020-02-12,E5,36,2020-02-13,7776.242,7679.206,3
2020-02-12,A1,12,2020-03-07,15292.6645,15292.6645,3
2020-02-12,A1,25,2020-03-03,1538.483,1538.483,3
2020-02-12,A1,36,2020-02-26,12897.4325,12897.4325,3
2020-02-12,A1,36,2020-02-13,5527.4735,5527.4735,3
2020-02-12,A1,6,2020-03-04,12125.182,12125.182,4
2020-02-12,A1,23,2020-02-21,376.5075,376.5075,4
2020-02-12,A1,23,2020-02-26,200.005,200.005,4
2020-02-12,A1,30,2020-02-29,36579.8265,36579.8265,4
2020-02-12,A1,39,2020-03-14,1303.8915,1303.8915,4
2020-02-12,A1,47,2020-03-01,48510.622,48510.622,4
2020-02-12,C3,36,2020-02-26,12839.4795,12839.4795,3
2020-02-13,E5,30,2020-02-29,5984.085,5984.085,4
2020-02-13,A1,6,2020-03-04,12313.168,12313.168,4
2020-02-13,A1,23,2020-03-01,11835.722999999998,11714.3855,4
2020-02-13,A1,23,2020-02-26,1759.7125,1631.269,4
2020-02-13,A1,23,2020-02-21,17607.529000000002,17486.676,4
2020-02-13,A1,30,2020-02-29,10401.518,10401.518,4
2020-02-13,A1,41,2020-03-07,552.7465,552.7465,4
2020-02-13,A1,47,2020-03-01,19000.7385,19000.7385,4
2020-02-14,E5,30,2020-02-29,5978.746999999999,5978.746999999999,4
2020-02-14,A1,12,2020-03-07,37923.243,37923.243,3
2020-02-14,A1,25,2020-03-03,3964.689,3964.689,3
2020-02-14,A1,23,2020-02-26,742.8745,733.9155,4
2020-02-14,A1,23,2020-03-01,15618.4355,15441.2785,4
2020-02-14,A1,47,2020-03-01,24238.4895,24238.4895,4
2020-02-15,A1,50,2020-03-01,25349.056999999997,25349.056999999997,3
2020-02-15,A1,21,2020-02-24,12971.9265,12971.9265,4
2020-02-15,A1,47,2020-03-01,11834.261,11834.261,4
2020-02-16,A1,12,2020-03-07,16582.412,16582.412,3
2020-02-16,A1,6,2020-03-04,5921.066,5921.066,4
2020-02-16,A1,29,2020-02-29,92467.08,92467.08,4
2020-02-17,E5,20,2020-02-29,596.8104999999999,596.8104999999999,3
2020-02-17,A1,12,2020-03-07,8843.9525,8843.9525,3
2020-02-17,A1,20,2020-02-29,26204.7435,26204.7435,3
