Склад,Штабель,Марка,Максимальная температура,Пикет,Дата акта,Смена
4,6,A1,28.5,4116-4120,2020-05-25,921.0
4,30,A1,26.7,4010-4014,2020-05-25,921.0
4,39,A1,28.4,4022-4043,2020-05-25,921.0
4,30,A1,26.0,4054-4078,2020-05-25,921.0
4,47,A1,26.5,4078-4116,2020-05-25,921.0
4,14,A1,28.2,4015-4020,2020-05-25,921.0
6,1,A1,22.3,6017-6056,2020-05-25,921.0
6,1,A1,22.6,6062-6085,2020-05-25,921.0
6,4,A1,25.0,6087-6102,2020-05-25,921.0
3,7,A1,24.2,3010-3027,2020-05-26,219.0
3,25,A1,21.4,3028-3045,2020-05-26,219.0
3,34,A1,24.3,3046-3078,2020-05-26,219.0
3,9,A1,21.4,3081-3098,2020-05-26,219.0
3,26,A1,20.3,Т 3098-3120,2020-05-26,219.0
4,6,A1,21.2,4116-4120,2020-05-26,219.0
4,30,A1,25.5,4010-4014,2020-05-26,219.0
4,39,A1,24.3,4022-4043,2020-05-26,219.0
4,30,A1,20.2,4054-4078,2020-05-26,219.0
4,47,A1,21.4,4078-4116,2020-05-26,219.0
4,14,A1,19.9,4015-4020,2020-05-26,219.0
6,1,A1,23.1,6017-6056,2020-05-26,219.0
6,1,A1,21.4,6062-6085,2020-05-26,219.0
6,4,A1,21.0,6087-6102,2020-05-26,219.0
3,7,A1,24.9,3010-3027,2020-05-26,921.0
3,25,A1,24.5,3028-3045,2020-05-26,921.0
3,34,A1,26.7,3046-3078,2020-05-26,921.0
3,9,A1,27.9,3081-3098,2020-05-26,921.0
3,26,A1,32.2,3098-3120,2020-05-26,921.0
4,6,A1,22.9,4116-4120,2020-05-26,921.0
4,30,A1,29.7,4010-4014,2020-05-26,921.0
4,39,A1,27.3,4022-4043,2020-05-26,921.0
4,30,A1,23.8,4054-4078,2020-05-26,921.0
4,47,A1,24.1,4078-4116,2020-05-26,921.0
4,14,A1,26.4,4015-4020,2020-05-26,921.0
6,1,A1,26.3,6017-6056,2020-05-26,921.0
6,1,A1,24.6,6062-6085,2020-05-26,921.0
6,4,A1,26.9,6087-6102,2020-05-26,921.0
3,7,A1,25.2,3010-3027,2020-05-27,219.0
3,25,A1,38.2,3028-3045,2020-05-27,219.0
3,34,A1,28.5,3046-3078,2020-05-27,219.0
3,9,A1,23.3,3081-3098,2020-05-27,219.0
3,26,A1,33.2,3098-3120,2020-05-27,219.0
4,6,A1,25.8,4116-4120,2020-05-27,219.0
4,30,A1,23.6,4010-4014,2020-05-27,219.0
4,39,A1,21.2,4022-4043,2020-05-27,219.0
4,30,A1,23.1,4054-4078,2020-05-27,219.0
4,47,A1,25.1,4078-4116,2020-05-27,219.0
4,14,A1,21.6,4015-4020,2020-05-27,219.0
6,1,A1,20.5,6017-6056,2020-05-27,219.0
6,1,A1,21.6,6062-6085,2020-05-27,219.0
6,4,A1,21.6,6087-6102,2020-05-27,219.0
3,7,A1,27.4,3010-3027,2020-05-27,921.0
3,25,A1,29.0,3028-3045,2020-05-27,921.0
3,34,A1,28.4,3046-3078,2020-05-27,921.0
3,26,A1,27.9,3098-3120,2020-05-27,921.0
4,6,A1,25.7,4116-4120,2020-05-27,921.0
4,30,A1,29.2,4010-4014,2020-05-27,921.0
4,39,A1,26.1,4022-4043,2020-05-27,921.0
4,30,A1,27.3,4054-4078,2020-05-27,921.0
4,47,A1,24.4,4078-4116,2020-05-27,921.0
4,14,A1,27.3,4015-4020,2020-05-27,921.0
6,1,A1,26.8,6017-6056,2020-05-27,921.0
6,1,A1,27.6,6062-6085,2020-05-27,921.0
6,4,A1,28.1,6087-6102,2020-05-27,921.0
3,7,A1,26.4,3010-3027,2020-05-28,219.0
3,25,A1,29.5,3028-3045,2020-05-28,219.0
3,34,A1,28.3,3046-3078,2020-05-28,219.0
3,26,A1,26.3,3098-3120,2020-05-28,219.0
4,6,A1,25.0,4116-4120,2020-05-28,219.0
4,30,A1,29.5,4010-4014,2020-05-28,219.0
4,39,A1,28.2,4022-4043,2020-05-28,219.0
4,30,A1,46.8,4054-4078,2020-05-28,219.0
4,47,A1,26.2,4078-4116,2020-05-28,219.0
4,14,A1,27.4,4015-4020,2020-05-28,219.0
6,1,A1,26.8,6017-6056,2020-05-28,219.0
6,1,A1,26.1,6062-6085,2020-05-28,219.0
6,4,A1,25.6,6087-6102,2020-05-28,219.0
3,7,A1,25.2,3010-3027,2020-05-28,921.0
3,25,A1,27.8,3028-3045,2020-05-28,921.0
3,34,A1,33.2,- 3046-3078,2020-05-28,921.0
3,26,A1,31.0,3098-3120,2020-05-28,921.0
4,6,A1,23.2,4116-4120,2020-05-28,921.0
4,30,A1,27.0,4010-4014,2020-05-28,921.0
4,39,A1,26.9,4022-4043,2020-05-28,921.0
4,30,A1,26.3,7'  4054-4078,2020-05-28,921.0
4,47,A1,24.7,4078-4116,2020-05-28,921.0
4,14,A1,25.1,4015-4020,2020-05-28,921.0
6,1,A1,27.3,6017-6056,2020-05-28,921.0
6,1,A1,28.6,6062-6085,2020-05-28,921.0
6,4,A1,27.5,6087-6102,2020-05-28,921.0
3,7,A1,25.3,3010-3027,2020-05-29,219.0
3,25,A1,26.3,3028-3045,2020-05-29,219.0
3,0,A1,26.3,3046-3078,2020-05-29,219.0
3,26,A1,27.1,3098-3120 .,2020-05-29,219.0
4,6,A1,25.2,4116-4120,2020-05-29,219.0
4,30,A1,28.4,4010-4014,2020-05-29,219.0
4,23,A1,26.8,4045-4052,2020-05-29,219.0
4,39,A1,25.8,4022-4043,2020-05-29,219.0
4,30,A1,29.4,4054-4078,2020-05-29,219.0
4,47,A1,25.7,4078-4116,2020-05-29,219.0
4,14,A1,26.6,4015-4020,2020-05-29,219.0
6,1,A1,26.7,6017-6056,2020-05-29,219.0
6,1,A1,26.8,6062-6085,2020-05-29,219.0
6,4,A1,26.5,6087-6102,2020-05-29,219.0
3,25,A1,29.0,3028-3045,2020-05-29,921.0
3,34,A1,29.5,3046-3078,2020-05-29,921.0
3,26,A1,27.1,3098-3120,2020-05-29,921.0
4,6,A1,28.1,4116-4120,2020-05-29,921.0
4,30,A1,30.5,4010-4014,2020-05-29,921.0
4,23,A1,29.8,4045-4052,2020-05-29,921.0
4,39,A1,28.6,4022-4043,2020-05-29,921.0
4,30,A1,31.5,4054-4078,2020-05-29,921.0
4,47,A1,28.0,4078-4116,2020-05-29,921.0
4,14,A1,28.3,4015-4020,2020-05-29,921.0
6,1,A1,28.1,6017-6056,2020-05-29,921.0
6,1,A1,27.0,6062-6085,2020-05-29,921.0
6,4,A1,28.6,6087-6102,2020-05-29,921.0
3,25,A1,28.7,----- 3028-3045,2020-05-30,219.0
3,34,A1,28.6,3046-3078,2020-05-30,219.0
3,26,A1,28.4,3098-3120,2020-05-30,219.0
4,6,A1,25.1,4116-4120,2020-05-30,219.0
4,30,A1,28.1,4010-4014,2020-05-30,219.0
4,23,A1,28.1,4045-4052,2020-05-30,219.0
4,39,A1,25.6,4022-4043,2020-05-30,219.0
4,30,A1,34.0,......- 4054-4078,2020-05-30,219.0
4,47,A1,28.0,4078-4116,2020-05-30,219.0
4,14,A1,28.7,4015-4020,2020-05-30,219.0
6,1,A1,28.5,6017-6056,2020-05-30,219.0
6,1,A1,27.1,6062-6085 0 (,2020-05-30,219.0
6,4,A1,27.4,6087-6102,2020-05-30,219.0
3,25,A1,30.2,3028-3045,2020-05-30,921.0
3,34,A1,27.0,3046-3083,2020-05-30,921.0
3,48,A1,27.3,3089-3098,2020-05-30,921.0
3,26,A1,28.9,3099-3120,2020-05-30,921.0
4,6,A1,28.2,4116-4120,2020-05-30,921.0
4,47,A1,30.2,4078-4116,2020-05-30,921.0
4,30,A1,34.3,4063-4078,2020-05-30,921.0
4,23,A1,29.3,4044-4056,2020-05-30,921.0
4,39,A1,29.7,4030-4044,2020-05-30,921.0
4,14,A1,30.6,4015-4028,2020-05-30,921.0
4,30,A1,29.5,4010-4014,2020-05-30,921.0
6,1,A1,27.9,6017-6056,2020-05-30,921.0
6,1,A1,30.5,"6О62-6О8^00,",2020-05-30,921.0
6,4,A1,32.6,6087-6102   /   /7 ___ ЙОМ! //,2020-05-30,921.0
3,55,A1,27.2,3014-3025,2020-05-31,219.0
3,25,A1,26.5,3028-3045,2020-05-31,219.0
3,34,A1,28.3,3046-3083,2020-05-31,219.0
3,48,A1,23.9,3089-3098,2020-05-31,219.0
3,26,A1,26.5,3099-3120,2020-05-31,219.0
4,6,A1,27.0,4116-4120,2020-05-31,219.0
4,47,A1,26.8,4078-4116,2020-05-31,219.0
4,30,A1,25.8,4063-4078,2020-05-31,219.0
4,23,A1,30.3,4044-4056,2020-05-31,219.0
4,39,A1,29.4,4030-4044,2020-05-31,219.0
4,14,A1,25.5,4015-4028,2020-05-31,219.0
4,30,A1,24.4,4010-4014,2020-05-31,219.0
6,1,A1,27.9,6017-6056,2020-05-31,219.0
6,1,A1,27.1,6062-6085,2020-05-31,219.0
6,4,A1,26.5,6087-6102,2020-05-31,219.0
3,55,A1,30.8,3014-3026,2020-05-31,921.0
3,25,A1,32.7,3028-3045,2020-05-31,921.0
3,34,A1,32.4,3046-3083,2020-05-31,921.0
3,48,A1,30.4,3089-3098,2020-05-31,921.0
3,26,A1,29.6,3099-3120,2020-05-31,921.0
4,6,A1,36.4,4116-4120,2020-05-31,921.0
4,47,A1,37.3,4078-4116,2020-05-31,921.0
4,30,A1,32.8,4063-4078,2020-05-31,921.0
4,23,A1,32.9,4044-4056,2020-05-31,921.0
4,39,A1,37.8,4030-4044,2020-05-31,921.0
4,14,A1,36.8,4015-4028,2020-05-31,921.0
3,55,A1,26.2,3014-3026,2020-06-01,219.0
3,25,A1,26.5,3028-3045,2020-06-01,219.0
3,34,A1,27.5,3046-3083,2020-06-01,219.0
3,48,A1,25.7,3089-3098,2020-06-01,219.0
3,26,A1,26.7,3099-3120,2020-06-01,219.0
4,6,A1,26.8,4116-4120,2020-06-01,219.0
4,47,A1,23.9,4078-4116,2020-06-01,219.0
4,30,A1,28.3,4063-4078,2020-06-01,219.0
4,23,A1,25.5,4044-4056,2020-06-01,219.0
4,39,A1,24.4,4030-4044,2020-06-01,219.0
4,14,A1,24.4,4015-4028,2020-06-01,219.0
6,1,A1,25.5,6017-6056,2020-06-01,219.0
6,1,A1,26.5,6062-6085,2020-06-01,219.0
6,4,A1,25.1,6087-6102,2020-06-01,219.0
3,55,A1,32.3,3014-3026,2020-06-01,
3,25,A1,29.8,3028-3045,2020-06-01,
3,34,A1,33.8,3046-3083,2020-06-01,
3,48,A1,34.4,3089-3098,2020-06-01,
3,26,A1,34.5,3099-3120,2020-06-01,
4,6,A1,33.7,4116-4120,2020-06-01,
4,47,A1,33.5,4078-4116,2020-06-01,
4,30,A1,34.6,4063-4078,2020-06-01,
4,23,A1,32.4,4044-4056,2020-06-01,
4,39,A1,34.6,4030-4044,2020-06-01,
4,14,A1,34.2,4015-4028,2020-06-01,
4,30,A1,28.5,4010-4014,2020-06-01,
3,55,A1,32.3,3014-3026,2020-06-01,
3,25,A1,29.8,3028-3045,2020-06-01,
3,34,A1,33.8,3046-3083,2020-06-01,
3,48,A1,34.4,3089-3098,2020-06-01,
3,26,A1,34.5,3099-3120,2020-06-01,
4,6,A1,33.7,4116-4120,2020-06-01,
4,47,A1,33.5,4078-4116,2020-06-01,
4,30,A1,34.6,4063-4078,2020-06-01,
4,23,A1,32.4,4044-4056,2020-06-01,
4,39,A1,34.6,4030-4044,2020-06-01,
4,14,A1,34.2,4015-4028,2020-06-01,
4,30,A1,28.5,4010-4014,2020-06-01,
6,1,A1,88.7,6017-6056,2020-06-01,
6,1,A1,32.4,6062-6085      000<,2020-06-01,
3,55,A1,32.3,3014-3026,2020-06-01,921.0
3,25,A1,29.8,3028-3045,2020-06-01,921.0
3,34,A1,33.8,3046-3083,2020-06-01,921.0
3,48,A1,34.4,3089-3098,2020-06-01,921.0
3,26,A1,34.5,3099-3120,2020-06-01,921.0
4,6,A1,33.7,4116-4120,2020-06-01,921.0
4,47,A1,33.5,4078-4116,2020-06-01,921.0
4,30,A1,34.6,4063-4078,2020-06-01,921.0
4,23,A1,32.4,4044-4056,2020-06-01,921.0
4,39,A1,34.6,4030-4044,2020-06-01,921.0
4,14,A1,34.2,4015-4028,2020-06-01,921.0
4,30,A1,28.5,4010-4014,2020-06-01,921.0
6,1,A1,88.7,6017-6056,2020-06-01,921.0
6,1,A1,32.4,6062-6085,2020-06-01,921.0
6,4,A1,31.4,6087-6102,2020-06-01,921.0
3,55,A1,25.4,3014-3026,2020-06-02,219.0
3,25,A1,24.1,3028-3045,2020-06-02,219.0
3,34,A1,23.9,3046-3083,2020-06-02,219.0
3,48,A1,25.1,3089-3098,2020-06-02,219.0
3,26,A1,24.9,3099-3120,2020-06-02,219.0
4,6,A1,24.1,4116-4120,2020-06-02,219.0
4,47,A1,25.5,4078-4116,2020-06-02,219.0
4,30,A1,24.3,4070-4078,2020-06-02,219.0
4,23,A1,23.1,4044-4056,2020-06-02,219.0
4,39,A1,24.3,4030-4044,2020-06-02,219.0
4,14,A1,23.1,4015-4028,2020-06-02,219.0
6,1,A1,88.1,6017-6056 J00«,2020-06-02,219.0
6,1,A1,26.1,"X        60,62-6085",2020-06-02,219.0
6,4,A1,25.0,1           к 1 1        15087-6102,2020-06-02,219.0
3,55,A1,29.6,3014- 3026,2020-06-02,921.0
3,25,A1,27.0,3028- 3045,2020-06-02,921.0
3,34,A1,31.8,3046- 3083,2020-06-02,921.0
3,48,A1,33.7,3089- 3098,2020-06-02,921.0
3,26,A1,33.0,3099- 3120,2020-06-02,921.0
4,6,A1,28.7,4116- 4120,2020-06-02,921.0
4,47,A1,32.1,4078- 4116,2020-06-02,921.0
4,30,A1,31.0,4063- 4078,2020-06-02,921.0
4,23,A1,32.6,4044- 4056,2020-06-02,921.0
4,39,A1,32.3,4030- 4044,2020-06-02,921.0
6,1,A1,43.8,6017- 6056,2020-06-02,921.0
6,1,A1,29.2,6062- 6085,2020-06-02,921.0
6,4,A1,29.2,6087- 6102,2020-06-02,921.0
3,55,A1,28.5,3014- 3026,2020-06-03,219.0
3,25,A1,29.2,3028- 3045,2020-06-03,219.0
3,34,A1,29.7,3046- 3083,2020-06-03,219.0
3,48,A1,28.7,3089- 3098,2020-06-03,219.0
3,26,A1,30.4,3099- 3120,2020-06-03,219.0
4,6,A1,28.6,4116- 4120,2020-06-03,219.0
4,47,A1,31.0,4078-4116,2020-06-03,219.0
4,23,A1,29.6,4044- 4056,2020-06-03,219.0
4,39,A1,29.8,4030-4044,2020-06-03,219.0
6,1,A1,31.3,6017- 6056,2020-06-03,219.0
6,1,A1,29.5,6062- 6085,2020-06-03,219.0
6,4,A1,29.8,"608,7- /HQ2",2020-06-03,219.0
3,55,A1,30.1,3014-3026,2020-06-03,921.0
3,25,A1,32.1,3028-3045,2020-06-03,921.0
3,34,A1,32.4,3046-3083,2020-06-03,921.0
3,48,A1,30.8,3089-3098,2020-06-03,921.0
3,26,A1,33.5,3099-3120,2020-06-03,921.0
4,6,A1,31.5,4116-4120,2020-06-03,921.0
4,47,A1,31.2,4078-4116,2020-06-03,921.0
4,23,A1,33.4,4044-4056,2020-06-03,921.0
4,39,A1,31.3,4030-4044,2020-06-03,921.0
6,1,A1,31.5,6017-6056,2020-06-03,921.0
6,1,A1,32.1,6062-6085,2020-06-03,921.0
6,4,A1,31.6,6087-6102,2020-06-03,921.0
3,55,A1,28.4,3014- 3026,2020-06-04,219.0
3,25,A1,30.6,3028- 3045,2020-06-04,219.0
3,34,A1,31.9,3046- 3083,2020-06-04,219.0
3,48,A1,30.7,3089- 3098,2020-06-04,219.0
3,26,A1,31.3,3099- 3120,2020-06-04,219.0
4,6,A1,31.1,4116- 4120,2020-06-04,219.0
4,47,A1,31.4,4078- 4116,2020-06-04,219.0
4,23,A1,33.1,4044- 4056,2020-06-04,219.0
4,39,A1,32.1,4030- 4044,2020-06-04,219.0
6,1,A1,31.2,6017- 6056,2020-06-04,219.0
6,1,A1,31.6,6062- 6085,2020-06-04,219.0
6,4,A1,32.5,6087- 6102,2020-06-04,219.0
3,55,A1,30.3,3014- 3026,2020-06-05,219.0
3,25,A1,33.2,3028- 3045,2020-06-05,219.0
3,34,A1,36.4,3046- 3083,2020-06-05,219.0
3,48,A1,31.6,3089- 3098,2020-06-05,219.0
3,26,A1,32.0,3099- 3120,2020-06-05,219.0
4,6,A1,31.4,4116- 4120,2020-06-05,219.0
4,47,A1,30.3,4078- 4116,2020-06-05,219.0
4,23,A1,33.7,4044-4056,2020-06-05,219.0
4,39,A1,32.8,4030- 4044,2020-06-05,219.0
6,1,A1,31.7,6017- 6056,2020-06-05,219.0
6,1,A1,31.7,6062- 6085,2020-06-05,219.0
6,4,A1,31.4,6087- 6102,2020-06-05,219.0
3,55,A1,30.6,3014-3026,2020-06-05,921.0
3,25,A1,32.7,3028-3045,2020-06-05,921.0
3,34,A1,31.4,3046-3083,2020-06-05,921.0
3,48,A1,30.9,3089-3098,2020-06-05,921.0
3,26,A1,36.5,3099-3120,2020-06-05,921.0
4,6,A1,34.8,4116-4120,2020-06-05,921.0
4,47,A1,34.8,4078-4116,2020-06-05,921.0
4,7,A1,32.7,4065-4076,2020-06-05,921.0
4,23,A1,33.9,4044-4060,2020-06-05,921.0
4,39,A1,36.4,4030-4044,2020-06-05,921.0
6,1,A1,80.5,6017-6056,2020-06-05,921.0
6,1,A1,29.7,6062-6085,2020-06-05,921.0
6,4,A1,35.8,6087-6102,2020-06-05,921.0
3,55,A1,33.6,3014- 3026,2020-06-06,219.0
3,25,A1,34.5,3028- 3045,2020-06-06,219.0
3,34,A1,35.8,3046- 3083,2020-06-06,219.0
3,48,A1,29.7,3089- 3098,2020-06-06,219.0
3,26,A1,33.7,3099- 3120,2020-06-06,219.0
4,6,A1,29.7,4116-4120,2020-06-06,219.0
4,47,A1,28.1,4078- 4116,2020-06-06,219.0
4,7,A1,32.7,4065- 4076,2020-06-06,219.0
4,23,A1,29.2,4044- 4060,2020-06-06,219.0
4,39,A1,31.0,4030- 4044,2020-06-06,219.0
6,1,A1,69.7,6017- 6056,2020-06-06,219.0
6,1,A1,29.6,6062- 6085,2020-06-06,219.0
6,4,A1,29.4,6087- 6102,2020-06-06,219.0
3,55,A1,33.2,3014-3026,2020-06-06,921.0
3,25,A1,32.5,3028-3045,2020-06-06,921.0
3,34,A1,33.4,3046-3083,2020-06-06,921.0
3,48,A1,28.2,3089-3098,2020-06-06,921.0
3,50,A1,40.9,3099-3120,2020-06-06,921.0
4,6,A1,32.1,4116-4120,2020-06-06,921.0
4,47,A1,32.7,4078-4116,2020-06-06,921.0
4,7,A1,30.9,4065-4076,2020-06-06,921.0
4,23,A1,39.3,4044-4060,2020-06-06,921.0
4,39,A1,37.3,4030-4044,2020-06-06,921.0
6,1,A1,176.0,6017-6056,2020-06-06,921.0
6,1,A1,33.5,6062-6085,2020-06-06,921.0
6,4,A1,36.6,6087-6102,2020-06-06,921.0
3,55,A1,30.6,3014-3026,2020-06-07,219.0
3,25,A1,32.7,3028-3045,2020-06-07,219.0
3,34,A1,30.6,3046-3083,2020-06-07,219.0
3,48,A1,27.4,3089-3098,2020-06-07,219.0
3,26,A1,35.7,3099-3120,2020-06-07,219.0
4,6,A1,31.0,4116-4120,2020-06-07,219.0
4,47,A1,29.8,4078-4116,2020-06-07,219.0
4,7,A1,29.1,4065-4076,2020-06-07,219.0
4,23,A1,42.0,4044-4060,2020-06-07,219.0
4,39,A1,33.2,4030-4044,2020-06-07,219.0
6,1,A1,84.9,6017-6056,2020-06-07,219.0
6,1,A1,28.2,6062-6085,2020-06-07,219.0
6,4,A1,26.8,6087-6102,2020-06-07,219.0
3,55,A1,33.9,3014-3026,2020-06-07,921.0
3,25,A1,77.2,3028- 3045,2020-06-07,921.0
3,34,A1,37.2,3046- 3083,2020-06-07,921.0
3,48,A1,33.5,3089- 3098,2020-06-07,921.0
3,26,A1,44.7,3099- 3120,2020-06-07,921.0
4,6,A1,31.6,4116- 4120,2020-06-07,921.0
4,47,A1,35.3,4078- 4116,2020-06-07,921.0
4,7,A1,34.4,4065- 4076,2020-06-07,921.0
4,23,A1,46.7,4044- 4060,2020-06-07,921.0
4,39,A1,37.7,4030- 4044,2020-06-07,921.0
4,44,A1,29.9,4013- 4027,2020-06-07,921.0
6,1,A1,86.5,6017-6056,2020-06-07,921.0
6,1,A1,307.5,6.062-бЪ|85,2020-06-07,921.0
6,4,A1,34.4,„6087- 7 6102,2020-06-07,921.0
3,55,A1,28.3,3014-3026,2020-06-08,219.0
3,25,A1,60.5,3028-3045,2020-06-08,219.0
3,34,A1,30.2,3046-3083,2020-06-08,219.0
3,48,A1,26.6,3089-3098,2020-06-08,219.0
3,26,A1,38.6,3099-3120,2020-06-08,219.0
4,6,A1,30.3,4116-4120,2020-06-08,219.0
4,47,A1,34.8,4078-4116,2020-06-08,219.0
4,7,A1,27.3,4065-4076 . ...                     _|,2020-06-08,219.0
4,2,A1,45.2,4044-4060,2020-06-08,219.0
4,39,A1,32.8,4030-4044,2020-06-08,219.0
4,44,A1,30.2,4013-4027,2020-06-08,219.0
6,1,A1,84.9,6017-6056,2020-06-08,219.0
6,1,A1,28.5,6062-6085,2020-06-08,219.0
6,4,A1,73.0,6087-6102,2020-06-08,219.0
3,55,A1,33.2,3014- 3026,2020-06-08,921.0
3,25,A1,37.1,3028- 3045,2020-06-08,921.0
3,34,A1,34.9,3046- 3083,2020-06-08,921.0
3,48,A1,34.2,3089- 3098,2020-06-08,921.0
3,50,A1,33.5,3099- 3120,2020-06-08,921.0
4,6,A1,34.6,4116- 4120,2020-06-08,921.0
4,47,A1,35.4,4078- 4116,2020-06-08,921.0
4,7,A1,32.0,4065- 4076,2020-06-08,921.0
4,23,A1,37.1,4044- 4060,2020-06-08,921.0
4,39,A1,37.4,4030- 4044,2020-06-08,921.0
4,44,A1,32.5,4013- 4027,2020-06-08,921.0
6,1,A1,58.7,6017- 6056,2020-06-08,921.0
6,1,A1,37.4,Х 6062ч 6085 \,2020-06-08,921.0
6,4,A1,36.6,6087-| 6.102 /,2020-06-08,921.0
3,55,A1,28.6,3014-3026,2020-06-09,219.0
3,25,A1,32.5,3028-3045,2020-06-09,219.0
3,34,A1,33.2,3046-3083,2020-06-09,219.0
3,48,A1,32.3,3089-3098,2020-06-09,219.0
3,50,A1,32.9,3099-3120,2020-06-09,219.0
4,6,A1,32.6,4116-4120,2020-06-09,219.0
4,47,A1,33.1,4078-4116,2020-06-09,219.0
4,7,A1,30.7,4065-4076,2020-06-09,219.0
4,23,A1,35.1,4044-4060,2020-06-09,219.0
4,39,A1,32.1,4030-4044,2020-06-09,219.0
4,44,A1,25.2,4013-4027,2020-06-09,219.0
6,1,A1,344.9,6017-6056,2020-06-09,219.0
6,1,A1,30.6,6062-6085,2020-06-09,219.0
6,4,A1,70.2,6087-6102,2020-06-09,219.0
3,55,A1,35.1,3014-3026,2020-06-09,921.0
3,25,A1,35.9,3028-3045,2020-06-09,921.0
3,34,А,35.3,3046-3083,2020-06-09,921.0
3,48,A1,29.5,3089-3098,2020-06-09,921.0
3,50,A1,28.6,3099-3120,2020-06-09,921.0
4,6,A1,33.8,4116-4120,2020-06-09,921.0
4,47,A1,34.1,4078-4116,2020-06-09,921.0
4,7,A1,35.6,4065-4076,2020-06-09,921.0
4,23,A1,38.9,4044-4060,2020-06-09,921.0
4,39,A1,34.2,4030-4044,2020-06-09,921.0
4,44,A1,30.1,4013-4027,2020-06-09,921.0
6,1,A1,82.5,6017-6056,2020-06-09,921.0
6,1,A1,35.7,6062-6085,2020-06-09,921.0
6,4,A1,61.5,6087-6102,2020-06-09,921.0
3,55,A1,30.3,3014- 3026,2020-06-10,219.0
3,34,A1,36.0,3046- 3083,2020-06-10,219.0
3,48,A1,31.4,3089- 3098,2020-06-10,219.0
3,50,A1,36.4,3099- 3120,2020-06-10,219.0
4,6,A1,32.1,4116- 4120,2020-06-10,219.0
4,47,A1,30.7,4078- 4116,2020-06-10,219.0
4,23,A1,36.4,4044- 4060,2020-06-10,219.0
4,39,A1,33.9,4030- 4044,2020-06-10,219.0
4,44,A1,30.6,4013- 4027,2020-06-10,219.0
6,1,A1,84.9,6017- 6056,2020-06-10,219.0
6,1,A1,31.0,6062- 6085,2020-06-10,219.0
6,4,A1,65.0,6087- 6102,2020-06-10,219.0
3,55,A1,32.5,3014- 3026,2020-06-10,921.0
3,34,A1,35.2,3046- 3083,2020-06-10,921.0
3,48,A1,34.7,3089- 3098,2020-06-10,921.0
3,50,A1,31.5,3099- 3120,2020-06-10,921.0
4,6,A1,35.3,4116- 4120,2020-06-10,921.0
4,47,A1,37.0,4078- 4116,2020-06-10,921.0
4,23,A1,40.6,4044- 4060,2020-06-10,921.0
4,39,A1,35.2,4030- 4044,2020-06-10,921.0
4,44,A1,35.9,4013- 4027,2020-06-10,921.0
6,1,A1,126.5,6017- 6056,2020-06-10,921.0
6,1,A1,31.8,6062- 6085,2020-06-10,921.0
6,4,A1,68.8,6087-6102,2020-06-10,921.0
3,55,A1,25.8,3014- 3026,2020-06-11,219.0
3,34,A1,32.8,3046- 3083,2020-06-11,219.0
3,48,A1,30.9,3089- 3098,2020-06-11,219.0
3,50,A1,28.8,3099- 3120,2020-06-11,219.0
4,6,A1,31.6,4116- 4120,2020-06-11,219.0
4,47,A1,26.0,4078- 4116,2020-06-11,219.0
4,23,A1,31.6,4044- 4060,2020-06-11,219.0
4,39,A1,35.2,4030- 4044,2020-06-11,219.0
4,44,A1,31.7,4013- 4027,2020-06-11,219.0
4,40,A1,27.4,4063- 4070,2020-06-11,219.0
6,1,A1,74.7,6017- 6056,2020-06-11,219.0
6,1,A1,39.2,6062- 6085,2020-06-11,219.0
6,4,A1,275.0,6087- / 6102 /,2020-06-11,219.0
3,55,A1,37.8,3014- 3026,2020-06-11,921.0
3,34,A1,42.3,3046- 3083,2020-06-11,921.0
3,48,A1,31.7,3089- 3098,2020-06-11,921.0
3,50,A1,46.3,3099- 3120,2020-06-11,921.0
4,6,A1,33.7,4116- 4120,2020-06-11,921.0
4,47,A1,34.0,4078- 4116,2020-06-11,921.0
4,23,A1,41.6,4044- 4060,2020-06-11,921.0
4,39,A1,41.2,4030- 4044,2020-06-11,921.0
4,44,A1,37.4,4013- 4027,2020-06-11,921.0
4,40,A1,36.1,4063- 4070,2020-06-11,921.0
6,1,A1,80.8,6017- 6056,2020-06-11,921.0
6,1,A1,31.8,6062- 6085,2020-06-11,921.0
6,4,A1,127.9,6087- 6102,2020-06-11,921.0
3,55,A1,29.1,3014-3034,2020-06-12,219.0
3,34,A1,31.0,3046-3085,2020-06-12,219.0
3,48,A1,34.3,3086-3102,2020-06-12,219.0
3,50,A1,35.3,3109-3120,2020-06-12,219.0
4,6,A1,32.9,4116-4120,2020-06-12,219.0
4,47,A1,31.2,4078-4116,2020-06-12,219.0
4,40,A1,32.0,4064-4073,2020-06-12,219.0
4,23,A1,32.5,4047-4062,2020-06-12,219.0
4,39,A1,32.6,4024-4044,2020-06-12,219.0
4,44,A1,33.6,4013-4023,2020-06-12,219.0
6,1,A1,30.7,6062-6085,2020-06-12,219.0
6,4,A1,33.6,6086-6104,2020-06-12,219.0
3,55,A1,36.0,3014-3034,2020-06-12,921.0
3,34,A1,38.0,3046-3085,2020-06-12,921.0
3,48,A1,37.1,3086-3102,2020-06-12,921.0
3,50,A1,38.5,3109-3120,2020-06-12,921.0
4,6,A1,32.3,4116-4120,2020-06-12,921.0
4,47,A1,35.6,4078-4116,2020-06-12,921.0
4,40,A1,37.7,. .. 4064-4073,2020-06-12,921.0
4,23,A1,36.4,4047-4062,2020-06-12,921.0
4,39,A1,37.0,4024-4044,2020-06-12,921.0
